"family","GO_accession","GO_name","GO_domain"
"ENSG00000207366","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000131351","GO:0051301","cell division","biological_process"
"ENSG00000170846","GO:0051726","regulation of cell cycle","biological_process"
"ENSG00000157368","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000157368","GO:0045087","innate immune response","biological_process"
"ENSG00000157368","GO:0006954","inflammatory response","biological_process"
"ENSG00000157368","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000112812","GO:0006508","proteolysis","biological_process"
"ENSG00000170381","GO:0007399","nervous system development","biological_process"
"ENSG00000170381","GO:0030154","cell differentiation","biological_process"
"ENSG00000170381","GO:0001525","angiogenesis","biological_process"
"ENSG00000170381","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000170381","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000103154","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000200366","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000200366","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000084073","GO:0006508","proteolysis","biological_process"
"ENSG00000178750","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000178750","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000084073","GO:0006281","DNA repair","biological_process"
"ENSG00000084073","GO:0006325","chromatin organization","biological_process"
"ENSG00000084073","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000084073","GO:0006974","DNA damage response","biological_process"
"ENSG00000084073","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000084073","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000149926","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000099624","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000278422","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","biological_process"
"ENSG00000278785","GO:0006617","SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition","biological_process"
"ENSG00000178694","GO:0032259","methylation","biological_process"
"ENSG00000099624","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000113048","GO:0008283","cell population proliferation","biological_process"
"ENSG00000215301","GO:0016055","Wnt signaling pathway","biological_process"
"ENSG00000215301","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000215301","GO:0006915","apoptotic process","biological_process"
"ENSG00000215301","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000215301","GO:0045087","innate immune response","biological_process"
"ENSG00000215301","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000215301","GO:0030154","cell differentiation","biological_process"
"ENSG00000215301","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000215301","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000215301","GO:0010629","negative regulation of gene expression","biological_process"
"ENSG00000105711","GO:0007155","cell adhesion","biological_process"
"ENSG00000105711","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000124613","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000111328","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000185619","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000096654","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000096654","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000140943","GO:0006508","proteolysis","biological_process"
"ENSG00000140943","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000092470","GO:0006974","DNA damage response","biological_process"
"ENSG00000206671","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000206671","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000141338","GO:0055085","transmembrane transport","biological_process"
"ENSG00000141338","GO:0006869","lipid transport","biological_process"
"ENSG00000100865","GO:0051301","cell division","biological_process"
"ENSG00000100865","GO:0006281","DNA repair","biological_process"
"ENSG00000197461","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000197461","GO:0001525","angiogenesis","biological_process"
"ENSG00000197461","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000197461","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000197461","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000197461","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000197461","GO:0007267","cell-cell signaling","biological_process"
"ENSG00000197461","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000197461","GO:0007165","signal transduction","biological_process"
"ENSG00000212259","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000212259","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000171209","GO:0050821","protein stabilization","biological_process"
"ENSG00000106976","GO:0006897","endocytosis","biological_process"
"ENSG00000137571","GO:0055085","transmembrane transport","biological_process"
"ENSG00000226033","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000108932","GO:0055085","transmembrane transport","biological_process"
"ENSG00000178015","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000103035","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000139697","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000139697","GO:0008150","biological_process","biological_process"
"ENSG00000130921","GO:0006412","translation","biological_process"
"ENSG00000156970","GO:0051301","cell division","biological_process"
"ENSG00000156970","GO:0006915","apoptotic process","biological_process"
"ENSG00000196663","GO:0006914","autophagy","biological_process"
"ENSG00000168421","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000168421","GO:0007165","signal transduction","biological_process"
"ENSG00000187801","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000187801","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000120963","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000137413","GO:0030154","cell differentiation","biological_process"
"ENSG00000169379","GO:0060271","cilium assembly","biological_process"
"ENSG00000206452","GO:0006955","immune response","biological_process"
"ENSG00000140798","GO:0055085","transmembrane transport","biological_process"
"ENSG00000150990","GO:0007420","brain development","biological_process"
"ENSG00000064995","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000158321","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000158321","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000088808","GO:0042981","regulation of apoptotic process","biological_process"
"ENSG00000268916","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000212347","GO:0006396","RNA processing","biological_process"
"ENSG00000088808","GO:0006915","apoptotic process","biological_process"
"ENSG00000137656","GO:0006397","mRNA processing","biological_process"
"ENSG00000137656","GO:0008380","RNA splicing","biological_process"
"ENSG00000137656","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000203872","GO:0008150","biological_process","biological_process"
"ENSG00000224608","GO:0006955","immune response","biological_process"
"ENSG00000186376","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000186376","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000164305","GO:0006508","proteolysis","biological_process"
"ENSG00000164305","GO:0006915","apoptotic process","biological_process"
"ENSG00000272514","GO:0030030","cell projection organization","biological_process"
"ENSG00000205084","GO:0030030","cell projection organization","biological_process"
"ENSG00000205084","GO:0060271","cilium assembly","biological_process"
"ENSG00000205084","GO:0001701","in utero embryonic development","biological_process"
"ENSG00000164305","GO:0030182","neuron differentiation","biological_process"
"ENSG00000164305","GO:0006974","DNA damage response","biological_process"
"ENSG00000164305","GO:0007507","heart development","biological_process"
"ENSG00000164305","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000164305","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000164305","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000006740","GO:0007165","signal transduction","biological_process"
"ENSG00000137075","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000156411","GO:0008150","biological_process","biological_process"
"ENSG00000081760","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000227746","GO:0006954","inflammatory response","biological_process"
"ENSG00000227746","GO:0045087","innate immune response","biological_process"
"ENSG00000089356","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000206492","GO:0007165","signal transduction","biological_process"
"ENSG00000206492","GO:0006974","DNA damage response","biological_process"
"ENSG00000183090","GO:0007155","cell adhesion","biological_process"
"ENSG00000206478","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000152670","GO:0030154","cell differentiation","biological_process"
"ENSG00000152670","GO:0007283","spermatogenesis","biological_process"
"ENSG00000206478","GO:0006974","DNA damage response","biological_process"
"ENSG00000206478","GO:0006915","apoptotic process","biological_process"
"ENSG00000224960","GO:0006974","DNA damage response","biological_process"
"ENSG00000206524","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000206524","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000206524","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000130385","GO:0007165","signal transduction","biological_process"
"ENSG00000114812","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000114812","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000114812","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000103363","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000122705","GO:0006886","intracellular protein transport","biological_process"
"ENSG00000122705","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000122705","GO:0051301","cell division","biological_process"
"ENSG00000127423","GO:0006281","DNA repair","biological_process"
"ENSG00000182749","GO:0030154","cell differentiation","biological_process"
"ENSG00000199385","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000199385","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000206715","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000206715","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000238326","GO:0006396","RNA processing","biological_process"
"ENSG00000103044","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000235134","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000174238","GO:0006869","lipid transport","biological_process"
"ENSG00000174238","GO:0007601","visual perception","biological_process"
"ENSG00000174238","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000122705","GO:0006897","endocytosis","biological_process"
"ENSG00000156414","GO:0030154","cell differentiation","biological_process"
"ENSG00000156414","GO:0007283","spermatogenesis","biological_process"
"ENSG00000146282","GO:0006412","translation","biological_process"
"ENSG00000129946","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000211895","GO:0002250","adaptive immune response","biological_process"
"ENSG00000211895","GO:0006955","immune response","biological_process"
"ENSG00000109917","GO:0006397","mRNA processing","biological_process"
"ENSG00000109917","GO:0008380","RNA splicing","biological_process"
"ENSG00000109917","GO:0030154","cell differentiation","biological_process"
"ENSG00000109917","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000109917","GO:0007165","signal transduction","biological_process"
"ENSG00000090376","GO:0007165","signal transduction","biological_process"
"ENSG00000090376","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000090376","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000090376","GO:0071222","cellular response to lipopolysaccharide","biological_process"
"ENSG00000204271","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000207083","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000207083","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000164924","GO:0007165","signal transduction","biological_process"
"ENSG00000164924","GO:0000122","negative regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000164924","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000164924","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000110243","GO:0006869","lipid transport","biological_process"
"ENSG00000198736","GO:0045087","innate immune response","biological_process"
"ENSG00000223802","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000127311","GO:0006281","DNA repair","biological_process"
"ENSG00000127311","GO:0006974","DNA damage response","biological_process"
"ENSG00000110244","GO:0006869","lipid transport","biological_process"
"ENSG00000198894","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000110245","GO:0006869","lipid transport","biological_process"
"ENSG00000213030","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000213030","GO:0007165","signal transduction","biological_process"
"ENSG00000213030","GO:0007267","cell-cell signaling","biological_process"
"ENSG00000213030","GO:0006915","apoptotic process","biological_process"
"ENSG00000205076","GO:0006915","apoptotic process","biological_process"
"ENSG00000199377","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000199377","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000200169","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000200169","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000140986","GO:0006412","translation","biological_process"
"ENSG00000259164","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000206490","GO:0006954","inflammatory response","biological_process"
"ENSG00000206490","GO:0006412","translation","biological_process"
"ENSG00000164924","GO:0001525","angiogenesis","biological_process"
"ENSG00000110245","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000198455","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000198455","GO:0008150","biological_process","biological_process"
"ENSG00000102128","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000102128","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000170954","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000206445","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000140990","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000170954","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000182916","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000212866","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000212866","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000212866","GO:0008285","negative regulation of cell population proliferation","biological_process"
"ENSG00000212866","GO:0050821","protein stabilization","biological_process"
"ENSG00000165548","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000146648","GO:0007165","signal transduction","biological_process"
"ENSG00000146648","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000146648","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000146648","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000146648","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000146648","GO:0070374","positive regulation of ERK1 and ERK2 cascade","biological_process"
"ENSG00000146648","GO:0098609","cell-cell adhesion","biological_process"
"ENSG00000146648","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000146648","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000146648","GO:0007166","cell surface receptor signaling pathway","biological_process"
"ENSG00000118137","GO:0006869","lipid transport","biological_process"
"ENSG00000118137","GO:0050821","protein stabilization","biological_process"
"ENSG00000118137","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000166681","GO:0006915","apoptotic process","biological_process"
"ENSG00000166681","GO:0007165","signal transduction","biological_process"
"ENSG00000221974","GO:0006281","DNA repair","biological_process"
"ENSG00000104848","GO:0055085","transmembrane transport","biological_process"
"ENSG00000104848","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000172476","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000172476","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000093183","GO:0015031","protein transport","biological_process"
"ENSG00000093183","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000165392","GO:0006281","DNA repair","biological_process"
"ENSG00000165392","GO:0006974","DNA damage response","biological_process"
"ENSG00000187908","GO:0051607","defense response to virus","biological_process"
"ENSG00000187908","GO:0030154","cell differentiation","biological_process"
"ENSG00000187908","GO:0015031","protein transport","biological_process"
"ENSG00000187908","GO:0045087","innate immune response","biological_process"
"ENSG00000187908","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000197976","GO:0006397","mRNA processing","biological_process"
"ENSG00000197976","GO:0008380","RNA splicing","biological_process"
"ENSG00000197976","GO:0007165","signal transduction","biological_process"
"ENSG00000197976","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000226850","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000146414","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000146414","GO:0006281","DNA repair","biological_process"
"ENSG00000146414","GO:0006974","DNA damage response","biological_process"
"ENSG00000156482","GO:0006412","translation","biological_process"
"ENSG00000137872","GO:0007399","nervous system development","biological_process"
"ENSG00000137872","GO:0030154","cell differentiation","biological_process"
"ENSG00000137872","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000054983","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000221974","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000146414","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000170180","GO:0008150","biological_process","biological_process"
"ENSG00000146648","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000146648","GO:0006412","translation","biological_process"
"ENSG00000146648","GO:0008283","cell population proliferation","biological_process"
"ENSG00000146648","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000146648","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000196433","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000196433","GO:0032259","methylation","biological_process"
"ENSG00000196433","GO:0006412","translation","biological_process"
"ENSG00000285713","GO:0051301","cell division","biological_process"
"ENSG00000226111","GO:0006412","translation","biological_process"
"ENSG00000142235","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000164893","GO:0055085","transmembrane transport","biological_process"
"ENSG00000164520","GO:0006955","immune response","biological_process"
"ENSG00000206302","GO:0006955","immune response","biological_process"
"ENSG00000206302","GO:0002250","adaptive immune response","biological_process"
"ENSG00000140988","GO:0006412","translation","biological_process"
"ENSG00000134352","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000134352","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000134352","GO:0007165","signal transduction","biological_process"
"ENSG00000235107","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000235107","GO:0006325","chromatin organization","biological_process"
"ENSG00000235107","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000235107","GO:0006338","chromatin remodeling","biological_process"
"ENSG00000196610","GO:0006955","immune response","biological_process"
"ENSG00000196610","GO:0002250","adaptive immune response","biological_process"
"ENSG00000104827","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000104827","GO:0007165","signal transduction","biological_process"
"ENSG00000104827","GO:0007267","cell-cell signaling","biological_process"
"ENSG00000104827","GO:0006915","apoptotic process","biological_process"
"ENSG00000130635","GO:0007155","cell adhesion","biological_process"
"ENSG00000130635","GO:0016477","cell migration","biological_process"
"ENSG00000164161","GO:0007165","signal transduction","biological_process"
"ENSG00000164161","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000142945","GO:0051301","cell division","biological_process"
"ENSG00000206811","GO:0006396","RNA processing","biological_process"
"ENSG00000207405","GO:0006396","RNA processing","biological_process"
"ENSG00000273587","GO:0006396","RNA processing","biological_process"
"ENSG00000174652","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000160339","GO:0006508","proteolysis","biological_process"
"ENSG00000179580","GO:0030154","cell differentiation","biological_process"
"ENSG00000179580","GO:0007283","spermatogenesis","biological_process"
"ENSG00000179580","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000142937","GO:0006412","translation","biological_process"
"ENSG00000264294","GO:0006396","RNA processing","biological_process"
"ENSG00000200913","GO:0006396","RNA processing","biological_process"
"ENSG00000202031","GO:0006396","RNA processing","biological_process"
"ENSG00000085265","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000085265","GO:0045087","innate immune response","biological_process"
"ENSG00000085265","GO:0006508","proteolysis","biological_process"
"ENSG00000207421","GO:0006396","RNA processing","biological_process"
"ENSG00000281859","GO:0006396","RNA processing","biological_process"
"ENSG00000174652","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000202444","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000202444","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000223533","GO:0030154","cell differentiation","biological_process"
"ENSG00000115414","GO:0007155","cell adhesion","biological_process"
"ENSG00000115414","GO:0010628","positive regulation of gene expression","biological_process"
"ENSG00000115414","GO:0008284","positive regulation of cell population proliferation","biological_process"
"ENSG00000115414","GO:0001525","angiogenesis","biological_process"
"ENSG00000115414","GO:0007399","nervous system development","biological_process"
"ENSG00000115414","GO:0007507","heart development","biological_process"
"ENSG00000115414","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","biological_process"
"ENSG00000110911","GO:0055085","transmembrane transport","biological_process"
"ENSG00000110911","GO:1902600","proton transmembrane transport","biological_process"
"ENSG00000105143","GO:0055085","transmembrane transport","biological_process"
"ENSG00000128604","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000128604","GO:0051607","defense response to virus","biological_process"
"ENSG00000128604","GO:0045087","innate immune response","biological_process"
"ENSG00000128604","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000128604","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000128604","GO:0006954","inflammatory response","biological_process"
"ENSG00000128604","GO:0043065","positive regulation of apoptotic process","biological_process"
"ENSG00000160584","GO:0006468","protein phosphorylation","biological_process"
"ENSG00000160584","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000070785","GO:0006412","translation","biological_process"
"ENSG00000244607","GO:0030030","cell projection organization","biological_process"
"ENSG00000244607","GO:0006974","DNA damage response","biological_process"
"ENSG00000105143","GO:0006811","monoatomic ion transport","biological_process"
"ENSG00000105143","GO:0007268","chemical synaptic transmission","biological_process"
"ENSG00000170776","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000170776","GO:0007507","heart development","biological_process"
"ENSG00000170776","GO:0043123","positive regulation of canonical NF-kappaB signal transduction","biological_process"
"ENSG00000079393","GO:0007283","spermatogenesis","biological_process"
"ENSG00000164162","GO:0051301","cell division","biological_process"
"ENSG00000252481","GO:0006396","RNA processing","biological_process"
"ENSG00000184478","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000184478","GO:0007165","signal transduction","biological_process"
"ENSG00000184478","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000184478","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000139547","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000184698","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000184698","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000184698","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000187918","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000187918","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000187918","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000015676","GO:0060271","cilium assembly","biological_process"
"ENSG00000168000","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000135392","GO:0015031","protein transport","biological_process"
"ENSG00000132541","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000181061","GO:0043066","negative regulation of apoptotic process","biological_process"
"ENSG00000112186","GO:0007165","signal transduction","biological_process"
"ENSG00000126107","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000126107","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000164162","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000215425","GO:0006397","mRNA processing","biological_process"
"ENSG00000215425","GO:0008380","RNA splicing","biological_process"
"ENSG00000215425","GO:0000398","mRNA splicing, via spliceosome","biological_process"
"ENSG00000147669","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000206881","GO:0000244","spliceosomal tri-snRNP complex assembly","biological_process"
"ENSG00000206881","GO:0000353","formation of quadruple SL/U4/U5/U6 snRNP","biological_process"
"ENSG00000144648","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000144648","GO:0006955","immune response","biological_process"
"ENSG00000144648","GO:0006954","inflammatory response","biological_process"
"ENSG00000144648","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000144648","GO:0007165","signal transduction","biological_process"
"ENSG00000144648","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000180432","GO:0006629","lipid metabolic process","biological_process"
"ENSG00000008294","GO:0016192","vesicle-mediated transport","biological_process"
"ENSG00000008294","GO:0030335","positive regulation of cell migration","biological_process"
"ENSG00000008294","GO:0043410","positive regulation of MAPK cascade","biological_process"
"ENSG00000138161","GO:0051301","cell division","biological_process"
"ENSG00000138161","GO:0007155","cell adhesion","biological_process"
"ENSG00000213231","GO:0035556","intracellular signal transduction","biological_process"
"ENSG00000112137","GO:0030036","actin cytoskeleton organization","biological_process"
"ENSG00000114853","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000123124","GO:0006511","ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000123124","GO:0007165","signal transduction","biological_process"
"ENSG00000123124","GO:0016567","protein ubiquitination","biological_process"
"ENSG00000123124","GO:0045892","negative regulation of DNA-templated transcription","biological_process"
"ENSG00000123124","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","biological_process"
"ENSG00000123124","GO:0034220","monoatomic ion transmembrane transport","biological_process"
"ENSG00000181963","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000181963","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000181963","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000170345","GO:0006357","regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000196778","GO:0007186","G protein-coupled receptor signaling pathway","biological_process"
"ENSG00000196778","GO:0007608","sensory perception of smell","biological_process"
"ENSG00000196778","GO:0050911","detection of chemical stimulus involved in sensory perception of smell","biological_process"
"ENSG00000182791","GO:0030154","cell differentiation","biological_process"
"ENSG00000182791","GO:0007283","spermatogenesis","biological_process"
"ENSG00000170345","GO:0006355","regulation of DNA-templated transcription","biological_process"
"ENSG00000170345","GO:0006954","inflammatory response","biological_process"
"ENSG00000170345","GO:0045893","positive regulation of DNA-templated transcription","biological_process"
"ENSG00000170345","GO:0006366","transcription by RNA polymerase II","biological_process"
"ENSG00000170345","GO:0045944","positive regulation of transcription by RNA polymerase II","biological_process"
"ENSG00000170345","GO:0007399","nervous system development","biological_process"
"ENSG00000170345","GO:0009410","response to xenobiotic stimulus","biological_process"
"ENSG00000170345","GO:0010468","regulation of gene expression","biological_process"
"ENSG00000170345","GO:0030182","neuron differentiation","biological_process"
"ENSG00000041880","GO:0006281","DNA repair","biological_process"
"ENSG00000041880","GO:0006974","DNA damage response","biological_process"
"ENSG00000179988","GO:0006412","translation","biological_process"
